text,label
오우 카밀,0
밥형 저렇게 밝게웃는거 처음봄,0
하늘이 우리를 돕는데..? (3315일만에 중국팀한테 지면서 '8강'딱을 하며),1
세리핀자체도 아근사거리증가시키고 유지력도 좋고 세나라 닥후반은 광동임,0
오너 빠따맞아서 못온다네요..,1
역대급 미드차이 like 88848,1
캬,0
Kt 대떡 가즈아,0
대황비,0
와 이정도면 승부조작아니냐 진짜..?,0
이 조합으로 이기네ㅋㅋㅋㅋㅋㅋㅋ,0
슼룡 ㅋㅋㅋㅋㅋㅋㅋ,1
표식 ㄷㄷㄷㄷㄷ,0
하이브리드 아녀? 5ad까진 아니고,0
젠지뻬고 다걸리는 젠 도 스,1
어라 kt가이겼네 ㅋㅋㅋㅋ,0
쵸비 닉이 페이커였으면 받을수있을텐데,0
ㅋㅋㅋ클템 ㅋㅋ,0
속보) 클템 솔랭중,0
제발 골딱이들 훈수좀 하지마라 챌한테 훈수를 하고있노 ㅋㅋ,1
티원 다 이겨놓고 상체 트롤짓해서 개같이 멸망 ㅋㅋㅋㅋㅋㅋ,1
1557,1
티원 개발리겟네,1
제발 응원 할거면 좀 제대로 하자 ㅋㅋㅋ 못들어주겟네,0
뚜벅이챔 하는 제우스 + 오늘 최저점 뜬 오너 + 메이킹 안되고 포킹못하는 코르키 뽑은 페이커,1
카리스가 뭔짓거리를 했는데 아칼리를 못끊어준거?,1
자적자 재밌노,1
맞을라고,0
이래도 88848 럼자오자레가 아니네,1
T1 따잇~~~~~~,0
젠지 짜요,1
ㅋㅋㅋㅋ,0
6.9,1
.무조건 선궁열고 여차하면 플까지박았어야했는데 마오가 아쉽네,0
따흐흑 든버지,0
티원 욕하면 무조건 젠첩이냐? 디뿡이는 무시하나 ㅠㅜ,1
88848은 5년동안 이뤄낸거임ㅋㅋㅋㅋㅋ,1
끝났다,0
게임에서 정치이야기하는놈 특징 백수 여드름120키로,1
DRX 팀네임 볼때마다 극혐... 드래곤액스라니...,1
88848,1
3분남았네 담타~,0
888룰8,1
ㅈ카ㅋㅋ,1
"중국 영토의 무결성이란? 대만, 위구르, 홍콩 폭력 탄압의 기초이며 민주주의 국가 대만을 불법영토점거 폭도로 규정짓는 말이다. 이 영토의 무결성을 지지하는 젠첩은 공산주의자거나 이걸 이해 못하는 저지능일 확률이 높다.",1
라스칼 진짜 애쓰네,0
이방은 1557 하는애들 없어서 좋네 ㅇㅅㅇ,1
익룡갈팬들은 아닥! 차렷!,1
티원 올라가봤자 어차피 젠지한테 개털릴텐데 ㅋㅋ,1
l,0
슈발 ;;;;,1
안아퍼ㅋㅋ,0
화난 젠선족 많네 ㅋㅋ,1
킬 스틸 켈황ㅋㅋㅋ,0
lck따운,0
폴루 잘했네,0
박치기공룡 승,0
오너 급발진 ㅋㅋㅋ,0
아오... 퍼즈로 기다린 시간이 벌써 1557은 넘겼겠네...,1
놀이터 우승하면 뭐함 ㅋㅋㅋㅋ 국제전 가면 또 중국한테 대주는데 ㅋㅋㅋ,1
근데 올해는 왜 객원해설 안함,1
켈황은 역시 켈황ㅋㅋ,0
플퀘,1
그냥 응원이나 하지 서로 깍아내리기 바쁘네 인생업적이라고는 키보드치는거말고없는애들이 ,0
쵸 비 상!!!!!!!!!,0
ㅁㄷㅊㅇ,0
진건 한화인데 왜 젠지팬이 화가 나신거죠?(지짜모름),1
우원페~,0
야 니들 카밀 위치 봤냐??,0
아 클템 찍어찍어 ㅈㄴ 기대 되누ㅋㅋㅋ,0
알리 상태가...,0
게임하나졌다고 질질짜노,1
????,0
중첩된다고?? ㄷㄷ,0
캬~,0
짱지 참교육 드가자~,1
신인이슈,0
케리아는 진심 거품임. ㅋㅋ,1
똥마유시,1
ㅋㅋㅋㅋㅋㅋㅋㅋㅋ바들바들,0
물소들 뒤지게 많네,1
캬~,0
목격자 쇼뭬이캬,0
우디르진짜 ㅋㅋㅋㅋㅋ 와 내가해도낫다,0
젠지한테 다털리는 lck수준 ㅎㅎㅎㅎㅎ,1
디플렁스 KI5 ㅋㅋㅋㅋㅋㅋㅋ,0
월요일까지 경기하나요 ....?,0
윤수빙,0
drx 브리온은 진짜.. 그냥 나가라,0
불독이 진짜 레알 문제임. 롤에서 미드가 진짜 중요한데 얘가 그냥 팀 전체에 디버프 거는 듯,1
오늘 실버들 솔랭 조심해라 내가간다,0
지민누나 ,0
진심 토나오게 못한다,1
ㅋㅋㅋㅋ ㅈ밥대전,1
구마유시야 한번만하자 너가 못하면 져 ㅜㅜㅜ,0
불경 아트는 q 4번쓰는거와 같다,0
88848,1
킹겐보고 탑태윤이라 하지 마라 태윤은 고점 올라가면 떡상인데 킹겐은 그냥 지금 저점 개심한 떡락임,1
고벨류 gdb 88848 ㄷㄷㄷ,1
잭스 해줘,0
골드차봐라 ㅋㅋㅋ 엄대엄,0
따이후앙비 ,1
스몰더 궁없으면 노 엄이임?,1
야요이 미츠키 엉덩이 지림,1
아니 tq 또 대상혁 이야!!!!,0
루시드 씹캐리네 걍,1
88848,1
8목 보호대...??,1
후반가면 누가 유리하지,0
세나 cs드립치는애들 늙은 틀이다 놔둬라,1
프로게이머 체형이 따로있는듯,0
거짓펜타 ㅋㅋㅋ,0
ㅋㅋㅋㅋㅋ,0
어어 사람들 잡혀간다,0
하늘이 우리를 돕는데..? (3315일만에 중국팀한테 지면서 '8강'딱을 하며),1
T대떡 담기한테 떡발리고 MSI광탈ㅋㅋㅋㅋㅋ,1
피넛 개못하네 ㅋㅋㅋㅋㅋㅋ,1
대상혁,0
물주님 ㅎㅇ,0
윌러필패,1
와 구마유시 프로맞냐 ㅋ,1
젠지는 맨날 쳐눕는픽만해서 재미가없음,1
1557 ,1
야 우냐?,0
와.......,0
와 ㅈㄴ 못한다 ㅋㅋㅋㅋ,1
모넥톤 ㄷㄷㄷㄷ,0
이렇게 하면 0대12가 나오긴하네ㅋㅋ,0
근데 구마 잘못 없지않나?,0
클로저는 ap미드도 못해서 ad미드 줬더니 그마저도 못하면 어떡하냐? ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
아오 팔팔이형!!,1
어우..제우스 요새 잘하니까 뭔가 카리스마 있어 보인다;;,0
"사과 이후에도 잘못을 진심으로 뉘우치기는 커녕 트할과의 2번째 마찰에서 또 '유튜브 각 재냐', '나한테만 X같이 군다.'라면서 구마유싴ㅋㅋㅋ",1
젠지 왜 별이 두갠가요?,0
용준좌 센스 :thumbs_up:,0
아오,0
제카는 진짜 거품으로 스카웃 쵸비 페이커 다 잡음 22에,1
아시아 쏜,0
태윤 행동 ㄷㄷ,0
1557-88848,1
테디 폼 나락갔네,1
캬,0
불독 상황파악못하고 아펠밀리오 무는거 개역겹네 ㅋㅋㅋㅋㅋㅋㅋㅋ,1
똥너 ㅋㅋㅋㅋㅋ,1
킹겐이 KT 갓으면 진짜 완벽했는데,0
탈리야 쵸비임? ㅈㄴ못하노,1
3시시작임,0
한화 경기 또 해요? 이거 2군인가요??,0
젠첩들 화 많이 났노 ㅋㅋ,1
역시 뚱러 ㄷ ㄷ,1
ㅈㄹ 안할꺼면서ㅋㅋ,1
t1 벌써 6연패라며?,0
이것기 운영인가 ㄷㄷ,0
동부권에서 광동 대악마는 유일하게 FOX밖에 없음,0
제발 쵸비좀 쇼메한테 그만비벼 ㅋㅋㅋㅋ 아무리 쇼메가 내려쳐도 월즈우승 쌉캐리 미드다 ㅋㅋㅋ 쵸비는 제발 월즈우승부터 하고 오자..,1
저게 챔프냐,0
내가 진성티원팬인데 그걸 모를까> 그떄 국내대화 계속 이기던게 티원아니냐? 그때 T1 대가리 박살난애들이 타팀 까고다녔잖아 국내우승하고,0
스읍2 나오겠노 ㅋㅋㅋ,0
1557,1
티원우승가자,0
재미없다,0
농락하는거 같은데 ㅋㅋㅋㅋㅋ,0
엄앵란 캐뤼 ㅋㅋㅋㅋ,0
이번 오너가 너무 안일하게 하다가 짤린게 컷네,0
민석이 플옵때부터 상태가 영 파이노,1
어제 KT한테 쳐발려서 빡친 머저리 젠지팬 있나요 혹시 ??,1
1557하는 젠지팬들이 더 역겨워 미안한데,1
칸나 소식없나요?,0
이길확률 0프로,0
왜 울먹거리심,0
팩트) 페이커는 국대 벤치이다 ,1
윌러 갓,0
888,1
엑스큐트는 못하는게 아니라 잘하는게 맞는데 뭔 개소리냐,0
도찐개찐,0
1557 용사들 약팀상대로 신났네 ㅋㅋ,1
동체원 헤나,0
88848 정우야 고소해줭,1
T1은 졌는데 입 왜열어? ㅋㅋㅋㅋㅋㅋㅋ 이기고 말하세요~,0
솔직히 DRX랑 엄대엄 보고 티원플옵기대안되면 개추 ㅋㅋㅋ,0
원딜 씨에스차이 뭐임...?,0
티어실명제 시급하다 똥냄새 ㅈㄴ나네 ㅋㅋ,1
아지르 시에스병있나 왜 합류안해서 지는거?,1
우디르 템가지고 뭐라하는 사람들은 진짜 우디르 모르는 사람들임 ㅋㅋ,0
퍼펙트 물건이다 진짜 탱키함 + 집중력 + 한타력까지 미쳤다,0
울프가왜?,0
몬스터는 ㅋㅋzzzzz,0
우와,0
ㅁㅍ,0
88848,1
그냥 말했잖아 ㅋㅋㅋ 젠지 그냥 골드급이라고 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
어? 허허 나이스~,0
888848888 길게쓰면 벤안먹습니다 ^^,1
팩트)젠지는 쓰리핏을 했음에도 유일하게 국제전 무관이다.,1
프로는 P인데 ㅋㅋ,0
1557,1
88고소충들 ㅋ니들끼리 고소해랔ㅋㅋ,1
ㄹㅇ씨맥 맥문철도 하는게 맞나...? 다마딱에 육성도 못하고 밴픽도 특출나지않고,1
88848 무관 중국팀 드릉드릉 짜이찌엔지 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 하나의 중국 짜이찌엔지~,1
1557 88848 치시는분들 ppt 케첩떠서 핫도그로 보냅니다.. 조심하세요.. 최후의 경고입니다..,1
0ㄷ13,0
88848,1
ㅊㅊㅊㅊ ~~~,0
님들 저 어떡해요??? 수능성적 88848 나옴 인생망한거아님?그냥자살할까요제발대답좀ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,1
엄라이트,0
전령 LIVE ㅋㅋㅋㅋㅋㄱ,0
불독은 개못하잔아,1
도란말고 차라리 기인 데리고 오지 ㅉㅈ,1
한화한테 개쳐맞고 찡찡대는 고트가 있다?,1
벤치견이 뭐임,1
그냥 쇼메 폼이 더 살아나야,0
아니 세나 골라놓고 탐켄치가 단식을 처하고있네 ㅋㅋㅋㅋㅋㅋㅋㅋ 세나 왜한거냐?ㅋ,1
ㅈㄴ 지저분하노 게임 ㅋㅋㅋㅋㅋㅋ,1
4년 팀합맞추고도 지는 팀이 있다~?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
2군경기인가요?,1
핑뚝 왜 보여줌,0
채팅창 창내고 있는건 너아냐?,1
ㅈㅈ,0
벤을 얼마나 쳐맞았으면 애니를 꺼내냐,0
슼평ㅋㅋㅋ,1
88848의 그4도 상대가 DK여서 올라간거임.. 레알 내수전용,1
시청자수 꼬라지봐라ㅉㅉ 쵸비없었음 lck는 진작 망했을듯... 쵸비경기는 시청자수 기본 10만인데 쵸비는 확실히 한달연봉 100억값하는거 같음 페이커와 다르게,1
ㅈ밥들이 플옵가면머하노 어차피 깔개용인데 ㅋㅋ,1
이정도면 광동 저력보여줬다 할만하다 당장은젠지못이길거같긴했음 ,0
케리아 잘하긴한다;;,0
이래서 티원 팬들 꼴보기싫음,1
오우 ,0
아무것고 안할거면 걍 빼,0
타팀 비하는 슼갈들 전문이지 ㅋㅋㅋ,1
대 황 제 리,0
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ신입새기가 어디서 따봉질이냐,1
진짜 쵸비가 잘하긴 한다 ㅋㅋㅋ,0
오늘이 빅매치지 한화는 이겨놓고 슼이 지길 바래야하는 상황 ㅋ,0
라스칼 요새 잭스못했나보네,0
88848,1
대 황 란,0
ㅋㅋㅋㅋ그렇지 아무도 젠지라고안함 삼갤이라고하지 ㅋㅋ왜젠지는 별2개는달고있는가??ㅋㅋㅋㅋ,1
두두개못하네,1
작년에도 갔는데?,0
우리가 뭐라 할수있는 실력이 아니야 ,0
"근데 진자 개노잼이였는데,,..",0
킹겐이 니들보다 잘해 제발 아가리해,1
똥카 머하냐?? 그냥 바이퍼 버스 타라고,1
ㅋㅋㅋㅋ 도란,0
광동 당신은 도대체,0
또 플리키뱅 노래 트네,1
짜이찌엔!,1
0:0아님?,0
전용준 좀 그만해라 얼마나 해먹냐 일좀 줄여라,1
귀여웤ㅋㅋㅋ,0
이걸끊어 ㄷㄷ,0
용준이야 말로 월급 루팡이지 뭔소리야,1
알리빼먹기 쉽다,0
강Xㅋㅋ,0
실비 실수 겁나하네[,0
굿바이 콜미...,0
오리도 밴해야하고 코르키도 밴해야하고,0
테디도 폼 다죽었네,0
체급의한화생명사랑해,0
장로 프리딜,0
쵸비아리랑 클라스차이 너무나긴하더라 ㅋㅋㅋㅋㅋㅋㅋ10명다 못해서 받은듯,1
불독이할땐 개쓰레기같았는데 코르키가 저정도였나?,1
핑 또 888까지 뜬거야?,1
와 ㅋㅋㅋㅋㅋ,0
어 이러면 기인 해리케인이 되는건데....,0
fox 1-1 일껄?,0
재밌는걸보니 젠지가 졌네 졌어,0
역시 압박은 켈황,0
무빙 지리네,0
씨맥 제자명단 = 쵸비 케리아 도란 표식 데프트 타잔 바이퍼 등등 엄청 많음 씨맥은 명장이 맞음,0
1667 88848,1
페이즈 개못하네,1
안딜 말고 2군 콜업해보지.. 안딜 이번만 그런거면 그러려니 하는데..매판마다 똥싸네..,0
저래서 웃었네 ㅋㅋㅋ,0
씨맥은 밴픽 참 어렵게간다 ㅋㅋ,0
옵젝좀 챙겨라,0
젠지는 lpl아님?,1
그 미드랑 역시 다른 쵸비 1557,1
궁금한게 왜 그팀경기만 안걸리나요??,1
국대에서 페이커 밴치보낸 쵸비가 새삼 대단힌다,1
깐마유시 ㅋㅋㅋㅋㅋㅋㅋㅋ,0
BLG에 멸망 당하고 젠까스 펀치 능욕 당하면 어떤 기분임?,1
퍼펙트 닉넴 부터 바까라 퍼펙트는 무슨 늬미,0
애디의 명륜진사갈비턴도 못하는 LCK 수준 봐서 뭐하냐. 순수실력은 애디가 최곤데... 롤판 망했다 애디도 알아보지 못하는 리그...,0
준위드립모르나 찐이네ㅋㅋ,1
Dk 판단 레전드 ㅋㅋ,0
대 상 혁,0
이거 정글차이인가,0
농심의 콜미 경기력이 너무 무생무치함...오늘 브리온 대악마 역활하기엔 부족한듯...미드차이 과관이다 밋천 다 들어놨음 ㅋㅋㅋ,1
또 루시안 해라 ㅋ,0
저걸 가는 호구 있냐?,0
따이 황 젠 ,0
88848 = 5년 = 병,1
와 광동,0
ㅈㅈ,0
첫경기 길었네,0
든버지 ㄷㄷ,0
젠지가 욕먹을필요는 중국지지고 그 팬들은 발악 때문에 욕먹는거다,1
뽀삐 없는데 그럼 안돼지 ㅡㅡ,0
근데 ㅈ멸망전치고는 안싸우네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
미아는 뭔 듣보임 ㅋㅋ,0
비션이형 머냐,0
아 저건 ㅋㅋ,0
할카스 ㄷㄷ,1
딮기팬들만 좋아할게요 ㅠㅠ 제발 갈드컵 ㄴㄴ,0
트위치도 그렇고 유튭도 그렇고 광고 관리하는 러지ㅅㄱ들 중간이 없네,1
"근데 데프트 페이커, f d키 반대로 썻으면 웃겼겠다.",0
채팅 보지말고 경기만 보시길,0
88848,1
창모드 짜치네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
88848 0,1
1557 이 뭐에요?(진짜모름),1
둘다 처 드러누워버리니까 재미가 ㅈㄴ없노..,1
킹겐한테 크산테주네 ㅋㅋㅋㅋㅋ,0
구마가 페이즈 이긴적이 있긴하나,0
게임 보러왔으면 게임 얘기나 해라 좀,0
브리온은 차라리 키보드 마우스 내렿놓고 주먹으로 맞짱을 뜨는 편이 승산 있지않을까?,1
눈나도 화이팅,1
버스 아지르는 하루죙일 cs만처먹네 쵸비 영상좀보고 배워라 벤치야 ㅋㅋㅋㅋ,1
(공지) 88848 무관젠첩 팬들은 전부 나가주세요.오직 한화 농심팬들끼리만 조용히 즐기고싶습니다.질서있게 퇴장부탁드려요. 참고로 저는 T1팬입니다.,1
1대1은 페이커보단 쵸비가 이제 피지컿이좋음..페이커가 내리막인검 어쩔수없음..메시가 아직도 최강이란거랑똑같은거임,0
ㅋ,0
백자업 백자업,1
"축구 잘 모르는 사람이 월드컵,챔스 우승컵으로 판단하듯이 후대사람들이 무관 쵸비를 기억이나 할까?",1
뭔덕??,0
오오?,0
여기서 이상한 채팅치는애들 무슨 생각으로 하는거야? 본인들이 이상한거 모른가?,0
대 우 스,0
디도스 언급하는것도 자제 해야되요 그 버러지들이 원하는게 격한 반응이라고 생각해요,1
아트 ㅈㄴ 쎄네,1
와 키는 똑같은데 어깨가 다르네 ,0
젠첩분들 피어엑스 응원 하는거 보니우리도 KT 응원합니다,1
갈리오 좋은데 왜,1
88848,1
대상혁 ㅜ,1
밤끝나오면 선고 봉인이라서 못잡음ㅋㅋㅋㅋㅋ,0
카리스가 킬 먹은건 걍 0킬이랑 똑같음 어차피ㅋㅋㅋㅋ농심도 신경 안쓸듯,1
그미드 영향력 제로에 아무것도 안하는데 구마유시가 욕먹는 어이없는 상황ㅋㅋ,1
ㅆ오만 그자체,1
전용준이면 안본다,1
매라도 커리어적으로 보면 저평가 받아야하는게 맞음,0
88848,1
든버지!!!,0
1557 치면 찾아가서 다리 부러뜨립니다.,1
세체정 카나비!,0
무생무치 ㅇㅈㄹ ㅋㅋㅋㅋㅋㅋ,1
ㅎㅎㅎㅎ 연출점수~,0
얘네들은 경기 왜하냐? 어짜피 진출도못하는데,1
잼지 7연승가겟네,0
88848,1
세라핀을 왜한겨,0
류는 10년전에도 지금도 상혁이랑 같은곳에...,0
미필들이 준위가 있다고 자꾸 우기시는데 어그로 그만 끄세요. 준위가 아니라 중위입니다. 준위가 있다면 준병 준사 준령도 있겠죠. 일부 사람들이 DP2에 준위라는 계급이 나온다고 하는데 그건 해당 작품의 재미를 위해 설정한 허구의 계급입니다. 그러므로 준위라는 계급은 없습니다.,0
따먹!,1
롤대남들 눈높이수준 개바닥이내 ㅋㅋㅋ,1
티원 롤드컵우승4회 한화젠지0회 ㅋㅋㅋㅋ 어차피 은승은? 티원:hugging_face::hugging_face:,1
아펠 딜넣는거 지리네,0
"똥스칼 진짜 ㅋㅋㅋㅋㅋㅋ 1,2세트 둘다 겜내내 고혈만 빨다가 중요한 타임에 혼자 짤려서 겜 터트리네 ㅋㅋㅋㅋ 저거 고평가 좀 그만해라 빠순이들아",1
엔비도 ㅈㄴ못함 걍 다 문제임,1
익룡슼 짜증나네,1
lpl한테 지지마 딮기!!!!!,1
채팅창 보다보면 어그로에 진지하게 화내는애들 몇몇 보이는데 왤케 웃기냐 ㅋㅋㅋ 한심하게 어그로 끌리네 ㅋㅋ 수준 보인다,1
브리온도 팬이 있다는게 신기하네ㅋㅋㅋ,0
불 오눌도 작두 타려나 원딜 간지 오짐,0
아 킬안먹은 이유가 어시채울려고 그랬구만,0
켈황은 역시 유미 ㅋㅋ,0
1557?,1
중국의 주권과 영토의 무결성을 적극 지지합니다 - 젠지 공식 포스팅 - ,1
1557-0013,1
역시 역전은 켈황 ㅋㅋ,0
1557,1
역시 퍼블당하기는 켈황 ㅋㅋ,0
엄메이커,0
"기인은 애초에 도란,제우스 급이 아니었다.",0
농심 진짜 못한다 ㅋㅋ,1
888룰8,1
쩐찌 짜요!!!,1
쵸비 이제 놀이터에서도 일진못먹네 겨우이기노,1
현재 젠지팬이라면 하나의 중국을 지지하는 사람이라는 것을 알아야함,1
엄란은 엄티와 도란을 합쳐서 부르는건가요?,1
젠지가 무슨 파워랭크1위임? lpl만나면 광탈하는데,1
아무리 봐도 아까 표식 e플 안 한 거는 너무 아쉽네,0
drx 브리온같은 저질게임이랑 수준이 다르다,1
와 에이밍 앞무빙 ㄷㄷ,0
대 리 아,0
ㄷㄷㄷㄷㄷ,0
안딜 왜씀,1
한화 패승승 2:1 유출 떳어요,0
괜찮아 어차피 또 8강딱 할건데 ㅋㅋ한잔해~,1
신챔프유출뜸 바이아빠 하이ㄷㄷ;,0
광동은 강팀이네,0
레나타를 안 보고 ?,0
신 ㅡㅡㅡㅡ 허 ㅡㅡㅡㅡ 수,0
그팬들 도서관 왔노??,1
이게 공천학살 찢리스타?,0
라스칼은 진짜 있으나 마나임,1
똥 겐,1
제발 빼라 퍼펙트 라인전도 안되고 챔프폭도 좁고,1
아 88848 이어도 티원은 이긴다고 ㅋㅋㅋㅋㅋㅋ,1
나이트 왼손잡이,0
혹시나 직관하신 팬중에 미리 저녁 예약하신분도 있다면? 이거 이거 수습 가능함?,0
걍 피터가 ㅈㄴ 사리다 짐,1
황 지 우,0
롤은 L인데용,0
진짜 국내팀은 세상에서 제일 잘 패는 듯,0
갤탭이혀이야,0
신 상 혁,0
우디르 ㅋㅋㅋㅋ,0
루시드 울겠다ㅠㅠ,0
똥독!,1
현상금 다 먹으니 바론버프 싹잡네,1
제드?,0
아리 딜 개잘넣음,0
카리스 진짜 불독보다 아지르 못하는거같은데 ㅋㅋㅋㅋㅋㅋ,1
아우솔 공격 깔짝깔짝 킹받네 ㅋㅋㅋ,0
저나아운서이름이 혜지임 레알,0
88848 쵸비 커리어도 국제 미드 한 14위쯤 캡스도 ㅋㅋ 월즈결승은 감,1
제우스 페이커한테 맞겠노ㅋㅋ,1
젠지충들 좀 꺼져줬으면...,1
진짜 디도스 문제 라이엇 언제 해결함? ㅈㄴ무능하네,1
T1화이팅!,0
근데 진짜 콜미는 개빻았네,1
응원구호는 진짜 없애라,0
친중팀 잘하네,0
과거라기엔 제일 최근 우승인데...,0
88848 lpl 찌엔짜이 사망ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
구에고,0
역시 우승은 젠황 ㅋㅋ,0
니들이 뭔 가붕이냐?! 쳐 버티지만 말고 대책 가져오라고 ㅋㅋㅋㅋㅋㅋㅋㅋ,1
더 옛날 영상이라도 가져와주지,0
형들 폰겜 정육점을 털어라 하면서 경기관람하세요 개꿀잼입니다 ㅋㅋ,0
아오 낀낀이형,0
딱봐도 생활관에서 가오 ㅈㄴ잡을듯 라스칼,1
비디디 ㅋㅋㅋㅋ,0
똥카,1
채탱 ㅈㄴ 역하네,1
대진 씹노잼이네 ㄹㅇ,1
우정잉이 이쁘다고 저기서? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 그냥 꽉수빈이랑 비교 ㅈㄴ되고 압살당하는데 억빠 지리노,1
콜미도 괴못하는데 콜미한테 미드차이 내는 카리스는 도대체 ㅋㅋㅋㅋ,1
와 근데진짜 두판다아쉽냐,0
유출이랑 똑같네..,0
drx 대충 질것이지 경기 재미도없고 관심도없고 빨리 씨맥 쳐발리는거 봐야되는데,1
잘해,0
빛돌 묻어놓고 내로남불은 젠평 ㅋㅋ~~,1
1557 0013 화이링,1
헬리오스 진짜 재밋네 ㅋㅋㅋ,0
"88848 럼자오자레 영토무결성 msi, 월즈 결승 경험 없는 게 한 사람이면 믿을래?",1
루시안 딜이 나오겠나..,0
아 람머스 나오지말라고 내 모스트1인데 너프 밴 아놰,0
1557,1
데프트는 군대나 빨리 가라ㅋㅋㅋㅋㅋㅋㅋ진짜 구질구질하네ㅋㅋ,1
엄앵란,1
